Event ID,Event time,User name,Event name,Resource type,Resources,AWS access key,AWS region,Error code,Source IP address
272f1dae-0db2-40a6-bdbe-f7417e748b64,"2020-07-03, 11:47:30 AM",CloudTrail,ListKeys,,,,eu-central-1,,46.114.3.208
44b2cbf1-4c31-4d2a-91d9-0cf96ee73453,"2020-07-03, 11:47:30 AM",CloudTrail,ListAliases,,,,eu-central-1,,46.114.3.208
72cfda80-5b80-4ce9-b654-652f5f474dfc,"2020-07-03, 11:47:30 AM",CloudTrail,DescribeTrails,,,,eu-central-1,,46.114.3.208
e8b7cd84-a9fb-4a40-b00e-0fda9fcb929e,"2020-07-03, 11:47:30 AM",CloudTrail,ListTopics,,,,eu-central-1,,46.114.3.208
832c9d41-2eec-41bf-820e-b2d8184a2595,"2020-07-03, 11:47:21 AM",CloudTrail,DescribeConfigurationRecorders,,,,eu-central-1,AccessDenied,46.114.3.208
86da7102-12b3-4742-95f5-5228b9f3c502,"2020-07-03, 11:47:20 AM",CloudTrail,LookupEvents,,,,eu-central-1,,46.114.3.208
ce37c9f7-6c36-4496-ab0f-1d423bc56087,"2020-07-03, 11:47:20 AM",CloudTrail,LookupEvents,,,,eu-central-1,,46.114.3.208
e3e577be-4cac-4f05-8050-67cf93b59ce3,"2020-07-03, 11:47:19 AM",CloudTrail,DescribeTrails,,,,eu-central-1,,46.114.3.208
f0eb01f1-f26a-4433-bfd7-4bbb7b011a54,"2020-07-03, 11:47:19 AM",CloudTrail,ListBuckets,,,,eu-central-1,,46.114.3.208
20615a98-c66c-4d45-9c84-47808e5b342d,"2020-07-03, 11:46:38 AM",CloudTrail,ChangePassword,,,,us-east-1,,AWS Internal
6c99efb1-98f9-489f-911f-e3dbb34655d1,"2020-07-03, 11:44:44 AM",Accountant,ChangePassword,,,,us-east-1,,AWS Internal
4c2f2837-7fc1-4e9a-af26-feadf4d590b7,"2020-07-03, 11:44:19 AM",Accountant,ChangePassword,,,,us-east-1,InternalFailure,AWS Internal
a78c607a-f4b3-4c0b-9089-b16e7ade74ce,"2020-07-03, 11:41:17 AM",root,UpdateLoginProfile,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""Accountant""}]",,us-east-1,,46.114.3.208
b2b509cc-bdc3-478c-8f18-fc6137f46f02,"2020-07-03, 11:41:10 AM",root,GetAccountPasswordPolicy,,,,us-east-1,,46.114.3.208
0e3d4685-4500-4110-a31b-375042dd6656,"2020-07-03, 11:40:56 AM",root,UpdateLoginProfile,IAM User,"[{""resourceType"":""AWS::IAM::User"",""resourceName"":""CloudTrail""}]",,us-east-1,,46.114.3.208
860abc4f-b11b-45ce-9d09-534ccaa93a70,"2020-07-03, 11:40:22 AM",root,GetAccountPasswordPolicy,,,,us-east-1,,46.114.3.208
43d0635b-dc62-4ca8-b7dd-c21653b40e80,"2020-07-03, 11:40:04 AM",root,GetAccountPasswordPolicy,,,,us-east-1,,46.114.3.208
4be422a5-e253-4c10-8ca8-2449891eba9a,"2020-07-03, 11:40:04 AM",root,ListSSHPublicKeys,,,,us-east-1,,46.114.3.208
525562ae-6138-4ae3-80d7-0b260342f34c,"2020-07-03, 11:40:04 AM",root,GetAccountSummary,,,,us-east-1,,46.114.3.208
96414484-8871-4d36-8c89-e3f6ab8aaa79,"2020-07-03, 11:40:04 AM",root,ListAccountAliases,,,,us-east-1,,46.114.3.208
9e895957-74ea-42b3-ab86-bdeacd29e811,"2020-07-03, 11:40:04 AM",root,ListMFADevices,,,,us-east-1,,46.114.3.208
acec88f4-d0f9-40cc-bab7-0382434b855c,"2020-07-03, 11:40:04 AM",root,ListServiceSpecificCredentials,,,,us-east-1,,46.114.3.208
ad4173ec-9920-414d-adc1-d947f4425354,"2020-07-03, 11:40:04 AM",root,ListAccountAliases,,,,us-east-1,,46.114.3.208
bd05f7ea-7741-471b-8bdd-8b199e44cd1a,"2020-07-03, 11:40:04 AM",root,ListServiceSpecificCredentials,,,,us-east-1,,46.114.3.208
bfba60cb-18ff-4e3e-bc72-ca44eb196120,"2020-07-03, 11:40:04 AM",root,ListAccessKeys,,,,us-east-1,,46.114.3.208
51810160-b2ec-4b76-91aa-3bcbed68e67c,"2020-07-03, 11:40:03 AM",root,ListUserTags,,,,us-east-1,,46.114.3.208
524d2562-68cb-4f91-8075-45048f1fc86f,"2020-07-03, 11:40:03 AM",root,GetUser,,,,us-east-1,,46.114.3.208
b9ef2c1e-ac95-4382-b62e-a6acd63cee54,"2020-07-03, 11:40:03 AM",root,ListAttachedGroupPolicies,,,,us-east-1,,46.114.3.208
d172d2e2-8ea4-4d2c-a22b-ada69424162a,"2020-07-03, 11:40:03 AM",root,ListAttachedUserPolicies,,,,us-east-1,,46.114.3.208
462d2678-28ce-4c0f-9404-b616461fc7fc,"2020-07-03, 11:40:00 AM",root,ListGroups,,,,us-east-1,,46.114.3.208
78a31fc3-010d-4e99-b96f-ab8597fef8f4,"2020-07-03, 11:40:00 AM",root,GetAccessKeyLastUsed,,,,us-east-1,,46.114.3.208
695c21b5-fa3b-42b4-928e-1272ac2de900,"2020-07-03, 11:39:59 AM",root,ListUsers,,,,us-east-1,,46.114.3.208
f80a9068-11c1-4fdb-895b-e862348e627f,"2020-07-03, 11:39:59 AM",root,ListUsers,,,,us-east-1,,46.114.3.208
72b26eb1-0146-476c-841c-fdaf75524ad3,"2020-07-03, 11:39:58 AM",root,GetAccountPasswordPolicy,,,,us-east-1,,46.114.3.208
8c0d7190-3802-4ff1-b3fd-456a775727f1,"2020-07-03, 11:39:58 AM",root,ListMFADevices,,,,us-east-1,,46.114.3.208
95bc1982-6de6-437b-9e78-fb8a89be9aba,"2020-07-03, 11:39:58 AM",root,GetAccountSummary,,,,us-east-1,,46.114.3.208
b9c3891a-b6f0-43e0-8039-9864a1f1e579,"2020-07-03, 11:39:58 AM",root,ListAccountAliases,,,,us-east-1,,46.114.3.208
f9b78d81-8248-4178-8577-7409fa55364e,"2020-07-03, 11:39:58 AM",root,ListAccessKeys,,,,us-east-1,,46.114.3.208
07d9389b-ea05-407b-b562-76f103cca466,"2020-07-03, 11:39:50 AM",root,ListUsers,,,,us-east-1,,46.114.3.208
29639a40-fa51-4cfb-8ffd-48c4f080a78c,"2020-07-03, 11:39:50 AM",root,GetAccessKeyLastUsed,,,,us-east-1,,46.114.3.208
324d52fb-a417-4f50-910d-528281031062,"2020-07-03, 11:39:50 AM",root,ListGroups,,,,us-east-1,,46.114.3.208
548ad04c-4847-4cf3-b8c8-1ce468a2348f,"2020-07-03, 11:39:50 AM",root,ListSigningCertificates,,,,us-east-1,,46.114.3.208
9d0701ad-0cea-4007-a4ff-3875f9ec1a8b,"2020-07-03, 11:39:50 AM",root,ListUserTags,,,,us-east-1,,46.114.3.208
a0dd3aa1-df0b-48f4-8869-457e08617f02,"2020-07-03, 11:39:50 AM",root,ListServiceSpecificCredentials,,,,us-east-1,,46.114.3.208
a525b74d-8e41-4a90-8852-36068aba539b,"2020-07-03, 11:39:50 AM",root,ListServiceSpecificCredentials,,,,us-east-1,,46.114.3.208
e12d9069-9bc3-4675-920e-4fc8d3edd7f9,"2020-07-03, 11:39:50 AM",root,ListSSHPublicKeys,,,,us-east-1,,46.114.3.208
1ebb8c19-e4d1-4634-8ef4-61531564fdbc,"2020-07-03, 11:39:49 AM",root,ListAccountAliases,,,,us-east-1,,46.114.3.208
84ce6b59-bfa5-481e-b8b6-0b6c36beb8bf,"2020-07-03, 11:39:49 AM",root,ListUsers,,,,us-east-1,,46.114.3.208
121d52f0-5d53-41d1-aacb-1a3b268ffdbd,"2020-07-03, 11:39:28 AM",root,GetAccountPasswordPolicy,,,,us-east-1,,46.114.3.208
15014501-33db-4f18-b23d-c8f8d041bbba,"2020-07-03, 11:39:28 AM",root,GetAccountSummary,,,,us-east-1,,46.114.3.208
65af29b9-ed4d-43e6-8f7f-fe035affdfcd,"2020-07-03, 11:39:28 AM",root,ListAccessKeys,,,,us-east-1,,46.114.3.208
739a6478-1482-4515-b5d4-0b8f638638fd,"2020-07-03, 11:39:28 AM",root,ListAccountAliases,,,,us-east-1,,46.114.3.208
7f3edc11-5ffe-43fd-9bdb-065f4b50bcda,"2020-07-03, 11:39:28 AM",root,ListMFADevices,,,,us-east-1,,46.114.3.208
381a9e8f-3e66-41a6-8f94-e341a7338cd5,"2020-07-03, 11:39:26 AM",root,ListAccountAliases,,,,us-east-1,,46.114.3.208
577cd2d2-63af-40fe-b5da-5e733a8060e4,"2020-07-03, 11:39:26 AM",root,GetAccountSummary,,,,us-east-1,,46.114.3.208
d0a1dc43-80e7-4533-8a71-2657811953c1,"2020-07-03, 11:39:26 AM",root,ListMFADevices,,,,us-east-1,,46.114.3.208
dbf6aae5-4a24-4d4f-a30d-82af10a400f5,"2020-07-03, 11:39:26 AM",root,GetAccountPasswordPolicy,,,,us-east-1,,46.114.3.208
e6a0e8f2-3cd9-481c-8c4f-4d8e553eec51,"2020-07-03, 11:39:26 AM",root,ListAccessKeys,,,,us-east-1,,46.114.3.208
ed27da5e-18b3-4ef3-be41-21a975d7d846,"2020-07-03, 11:39:25 AM",root,ConsoleLogin,,,,us-east-1,,46.114.3.208
3255a29d-7251-4ab7-b2d3-1fb2320408ed,"2020-07-03, 11:38:27 AM",root,ListServiceSpecificCredentials,,,,us-east-1,,46.114.3.208
832ce7a7-96d2-49b2-8813-a589a713c388,"2020-07-03, 11:38:27 AM",root,ListSSHPublicKeys,,,,us-east-1,,46.114.3.208
cd107b7a-7705-4b6c-b99a-8b60c813656f,"2020-07-03, 11:38:27 AM",root,ListServiceSpecificCredentials,,,,us-east-1,,46.114.3.208
74fb5b4c-9b1a-4f3e-a8c1-2e403d49c298,"2020-07-03, 11:38:24 AM",root,ListPoliciesGrantingServiceAccess,,,,us-east-1,,46.114.3.208
e8a16426-a65d-4ec9-8e8d-93ba7df07fd0,"2020-07-03, 11:38:24 AM",root,GetServiceLastAccessedDetails,,,,us-east-1,,46.114.3.208
41f15884-8033-4c37-bc38-da58f7ddad02,"2020-07-03, 11:38:23 AM",root,GenerateServiceLastAccessedDetails,,,,us-east-1,,46.114.3.208
b309be6b-cc32-43f4-a9d6-98dfdb89f841,"2020-07-03, 11:38:22 AM",root,GetUser,,,,us-east-1,,46.114.3.208
12485df3-706f-4aa1-b5e7-634f4d3098cd,"2020-07-03, 11:38:21 AM",root,ListAttachedGroupPolicies,,,,us-east-1,,46.114.3.208
22a4710b-4cf2-4e13-9a01-4eb343c393b1,"2020-07-03, 11:38:21 AM",root,ListAttachedUserPolicies,,,,us-east-1,,46.114.3.208
bb34503e-b4f2-4484-addf-20399c442bf6,"2020-07-03, 11:38:21 AM",root,ListUserTags,,,,us-east-1,,46.114.3.208
12c27655-843a-4b61-8fc5-b7977f3dea1a,"2020-07-03, 11:38:03 AM",root,GetAccountPasswordPolicy,,,,us-east-1,,46.114.3.208
20ca81d3-838d-40e0-8cd8-82cdc7d51892,"2020-07-03, 11:38:03 AM",root,ListSSHPublicKeys,,,,us-east-1,,46.114.3.208
21c95d44-c0df-4560-a515-736b5eb95852,"2020-07-03, 11:38:03 AM",root,ListMFADevices,,,,us-east-1,,46.114.3.208
3c8d3000-0a40-43d7-b077-30e14bf94080,"2020-07-03, 11:38:03 AM",root,GetAccountSummary,,,,us-east-1,,46.114.3.208
